Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2015,2017,2019
JPN,Japan,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,4.11,5.33,5.71
JPN,Japan,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,75,29,19
JPN,Japan,3562,"WEF Natural resources pillar, 1-7 (best)",Value,3.94,4.31,4.12
JPN,Japan,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,30,26,25
JPN,Japan,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,5.92,6.53,6.5
JPN,Japan,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,6,4,5
KAZ,Kazakhstan,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,3.48,3.59,3.67
KAZ,Kazakhstan,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,85,81,80
KAZ,Kazakhstan,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,5.26,5.38,5.3
KAZ,Kazakhstan,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,36,34,44
KAZ,Kazakhstan,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,3.77,4.07,4.24
KAZ,Kazakhstan,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,106,88,98
KAZ,Kazakhstan,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,3.06,2.83,3
KAZ,Kazakhstan,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,89,92,89
KAZ,Kazakhstan,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,1.81,2.09,2.15
KAZ,Kazakhstan,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,112,96,84
KAZ,Kazakhstan,3534,"WEF Business environment, 1-7 (best)",Value,4.71,4.93,4.73
KAZ,Kazakhstan,3535,"WEF Business environment, 1-7 (best)",Rank,44,36,49
KAZ,Kazakhstan,3536,"WEF Safety and security pillar, 1-7 (best)",Value,5.32,,5.58
KAZ,Kazakhstan,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,72,,63
KAZ,Kazakhstan,3538,"WEF Health and hygiene, 1-7 (best)",Value,6.68,6.69,6.49
KAZ,Kazakhstan,3539,"WEF Health and hygiene, 1-7 (best)",Rank,7,6,12
KAZ,Kazakhstan,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.83,4.82,4.71
KAZ,Kazakhstan,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,37,47,57
KAZ,Kazakhstan,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,4.74,4.91,4.97
KAZ,Kazakhstan,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,48,52,60
KAZ,Kazakhstan,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,4.38,4.27,4.71
KAZ,Kazakhstan,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,84,93,82
KAZ,Kazakhstan,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,1.95,2.27,2.49
KAZ,Kazakhstan,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,124,113,113
KAZ,Kazakhstan,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.92,5.9,6.33
KAZ,Kazakhstan,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,49,8,4
KAZ,Kazakhstan,3554,"WEF Environmental sustainability, 1-7 (best)",Value,3.84,3.83,3.81
KAZ,Kazakhstan,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,91,99,118
KAZ,Kazakhstan,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,2.54,2.57,2.66
KAZ,Kazakhstan,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,76,71,75
KAZ,Kazakhstan,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,2.85,2.8,2.94
KAZ,Kazakhstan,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,102,91,87
KAZ,Kazakhstan,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,3.81,3.11,3.4
KAZ,Kazakhstan,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,81,97,90
KAZ,Kazakhstan,3562,"WEF Natural resources pillar, 1-7 (best)",Value,2.27,2.55,2.55
KAZ,Kazakhstan,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,111,92,89
KAZ,Kazakhstan,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.35,1.64,1.74
KAZ,Kazakhstan,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,101,75,65
KEN,Kenya,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,3.58,3.59,3.63
KEN,Kenya,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,78,80,82
KEN,Kenya,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,3.79,3.79,4.09
KEN,Kenya,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,117,120,111
KEN,Kenya,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,4.32,4.46,4.47
KEN,Kenya,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,43,41,68
KEN,Kenya,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,3.07,2.94,2.98
KEN,Kenya,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,88,87,90
KEN,Kenya,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,3.15,3.18,2.97
KEN,Kenya,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,36,37,42
KEN,Kenya,3534,"WEF Business environment, 1-7 (best)",Value,4.33,4.43,4.53
KEN,Kenya,3535,"WEF Business environment, 1-7 (best)",Rank,77,70,60
KEN,Kenya,3536,"WEF Safety and security pillar, 1-7 (best)",Value,3.78,,4.64
KEN,Kenya,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,131,,119
KEN,Kenya,3538,"WEF Health and hygiene, 1-7 (best)",Value,3.29,3.17,3.38
KEN,Kenya,3539,"WEF Health and hygiene, 1-7 (best)",Rank,121,120,115
KEN,Kenya,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.44,4.49,4.44
KEN,Kenya,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,77,76,79
KEN,Kenya,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,3.13,3.43,3.47
KEN,Kenya,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,103,106,109
KEN,Kenya,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,5.36,5.31,5.6
KEN,Kenya,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,23,21,34
KEN,Kenya,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,3.01,3.01,3.01
KEN,Kenya,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,73,70,85
KEN,Kenya,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.5,4.83,4.9
KEN,Kenya,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,83,74,110
KEN,Kenya,3554,"WEF Environmental sustainability, 1-7 (best)",Value,4.42,4.68,4.55
KEN,Kenya,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,39,26,36
KEN,Kenya,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,2.56,2.53,2.7
KEN,Kenya,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,74,72,74
KEN,Kenya,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,3.36,3.13,3.32
KEN,Kenya,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,73,70,69
KEN,Kenya,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,3.3,3.18,2.93
KEN,Kenya,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,94,95,103
KEN,Kenya,3562,"WEF Natural resources pillar, 1-7 (best)",Value,4.63,4.73,4.45
KEN,Kenya,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,11,15,18
KEN,Kenya,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.67,1.63,1.49
KEN,Kenya,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,65,77,84
KGZ,Kyrgyz Republic,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,3.08,3.1,3.23
KGZ,Kyrgyz Republic,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,116,115,110
KGZ,Kyrgyz Republic,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,4.54,4.62,4.7
KGZ,Kyrgyz Republic,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,76,75,76
KGZ,Kyrgyz Republic,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,3.7,3.78,4.17
KGZ,Kyrgyz Republic,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,115,109,104
KGZ,Kyrgyz Republic,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,2.31,2.04,2.04
KGZ,Kyrgyz Republic,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,127,128,131
KGZ,Kyrgyz Republic,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,1.77,1.99,2.02
KGZ,Kyrgyz Republic,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,119,108,97
KGZ,Kyrgyz Republic,3534,"WEF Business environment, 1-7 (best)",Value,4.24,4.4,4.37
KGZ,Kyrgyz Republic,3535,"WEF Business environment, 1-7 (best)",Rank,81,73,77
KGZ,Kyrgyz Republic,3536,"WEF Safety and security pillar, 1-7 (best)",Value,4.88,,5.17
KGZ,Kyrgyz Republic,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,97,,96
KGZ,Kyrgyz Republic,3538,"WEF Health and hygiene, 1-7 (best)",Value,5.73,5.76,5.67
KGZ,Kyrgyz Republic,3539,"WEF Health and hygiene, 1-7 (best)",Rank,53,53,55
KGZ,Kyrgyz Republic,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.49,4.37,4.28
KGZ,Kyrgyz Republic,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,70,86,93
KGZ,Kyrgyz Republic,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,3.34,3.59,4.02
KGZ,Kyrgyz Republic,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,99,103,98
KGZ,Kyrgyz Republic,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,3.81,3.64,4.93
KGZ,Kyrgyz Republic,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,115,112,66
KGZ,Kyrgyz Republic,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,2.24,2.3,3
KGZ,Kyrgyz Republic,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,111,112,86
KGZ,Kyrgyz Republic,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,5.37,5.45,6.14
KGZ,Kyrgyz Republic,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,15,28,9
KGZ,Kyrgyz Republic,3554,"WEF Environmental sustainability, 1-7 (best)",Value,3.38,3.72,3.71
KGZ,Kyrgyz Republic,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,124,108,123
KGZ,Kyrgyz Republic,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,1.89,1.87,1.96
KGZ,Kyrgyz Republic,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,121,115,117
KGZ,Kyrgyz Republic,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,2.44,2.05,2.07
KGZ,Kyrgyz Republic,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,125,128,130
KGZ,Kyrgyz Republic,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,2.6,2.2,2.09
KGZ,Kyrgyz Republic,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,122,128,128
KGZ,Kyrgyz Republic,3562,"WEF Natural resources pillar, 1-7 (best)",Value,2.16,2.42,2.52
KGZ,Kyrgyz Republic,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,120,104,94
KGZ,Kyrgyz Republic,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.39,1.56,1.51
KGZ,Kyrgyz Republic,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,97,82,82
KHM,Cambodia,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,3.24,3.32,3.39
KHM,Cambodia,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,105,101,98
KHM,Cambodia,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,4.02,4.1,4.22
KHM,Cambodia,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,105,107,106
KHM,Cambodia,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,4.21,4.24,4.38
KHM,Cambodia,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,64,69,78
KHM,Cambodia,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,2.54,2.5,2.69
KHM,Cambodia,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,113,105,101
KHM,Cambodia,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,2.18,2.41,2.29
KHM,Cambodia,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,82,71,72
KHM,Cambodia,3534,"WEF Business environment, 1-7 (best)",Value,3.56,3.65,3.82
KHM,Cambodia,3535,"WEF Business environment, 1-7 (best)",Rank,129,125,122
KHM,Cambodia,3536,"WEF Safety and security pillar, 1-7 (best)",Value,4.96,,5.09
KHM,Cambodia,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,92,,102
KHM,Cambodia,3538,"WEF Health and hygiene, 1-7 (best)",Value,3.92,4.02,4.05
KHM,Cambodia,3539,"WEF Health and hygiene, 1-7 (best)",Rank,112,109,108
KHM,Cambodia,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.48,4.06,4.21
KHM,Cambodia,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,72,110,95
KHM,Cambodia,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,3.19,3.64,3.95
KHM,Cambodia,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,102,101,101
KHM,Cambodia,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,4.99,5.1,4.74
KHM,Cambodia,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,37,29,79
KHM,Cambodia,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,3.43,3.49,3.49
KHM,Cambodia,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,59,58,66
KHM,Cambodia,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,5,5.1,5.61
KHM,Cambodia,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,40,51,49
KHM,Cambodia,3554,"WEF Environmental sustainability, 1-7 (best)",Value,3.43,3.27,3.38
KHM,Cambodia,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,118,130,139
KHM,Cambodia,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,2.1,2.14,2.33
KHM,Cambodia,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,103,96,91
KHM,Cambodia,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,2.61,2.44,2.5
KHM,Cambodia,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,116,108,111
KHM,Cambodia,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,2.91,2.93,3.24
KHM,Cambodia,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,108,102,93
KHM,Cambodia,3562,"WEF Natural resources pillar, 1-7 (best)",Value,2.84,3.2,3
KHM,Cambodia,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,70,62,66
KHM,Cambodia,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.53,1.63,1.58
KHM,Cambodia,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,76,76,76
KOR,"Korea, Rep.",3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,4.37,4.57,4.78
KOR,"Korea, Rep.",3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,29,19,16
KOR,"Korea, Rep.",3526,"WEF Enabling environment subindex, 1-7 (best)",Value,5.4,5.6,5.7
KOR,"Korea, Rep.",3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,28,24,19
KOR,"Korea, Rep.",3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,4.01,4.44,4.73
KOR,"Korea, Rep.",3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,82,47,31
KOR,"Korea, Rep.",3530,"WEF Infrastructure subindex, 1-7 (best)",Value,4.48,4.62,5.1
KOR,"Korea, Rep.",3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,40,27,16
KOR,"Korea, Rep.",3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,3.59,3.62,3.59
KOR,"Korea, Rep.",3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,22,22,24
KOR,"Korea, Rep.",3534,"WEF Business environment, 1-7 (best)",Value,4.44,4.75,4.8
KOR,"Korea, Rep.",3535,"WEF Business environment, 1-7 (best)",Rank,69,44,42
KOR,"Korea, Rep.",3536,"WEF Safety and security pillar, 1-7 (best)",Value,5.45,,5.95
KOR,"Korea, Rep.",3537,"WEF Safety and security pillar, 1-7 (best)",Rank,61,,30
KOR,"Korea, Rep.",3538,"WEF Health and hygiene, 1-7 (best)",Value,6.36,6.35,6.44
KOR,"Korea, Rep.",3539,"WEF Health and hygiene, 1-7 (best)",Rank,16,20,17
KOR,"Korea, Rep.",3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.81,4.89,5
KOR,"Korea, Rep.",3541,"WEF Human resources and labour market, 1-7 (best)",Rank,40,43,36
KOR,"Korea, Rep.",3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,5.97,6.18,6.3
KOR,"Korea, Rep.",3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,11,8,7
KOR,"Korea, Rep.",3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,4.52,4.64,5.38
KOR,"Korea, Rep.",3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,71,63,44
KOR,"Korea, Rep.",3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,3.6,4.28,4.26
KOR,"Korea, Rep.",3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,53,14,17
KOR,"Korea, Rep.",3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.06,4.66,4.99
KOR,"Korea, Rep.",3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,109,88,103
KOR,"Korea, Rep.",3554,"WEF Environmental sustainability, 1-7 (best)",Value,3.86,4.17,4.72
KOR,"Korea, Rep.",3555,"WEF Environmental sustainability, 1-7 (best)",Rank,90,63,27
KOR,"Korea, Rep.",3556,"WEF Air transport infrastructure, 1-7 (best)",Value,4.05,4.27,4.59
KOR,"Korea, Rep.",3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,31,27,24
KOR,"Korea, Rep.",3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,5.06,4.98,5.16
KOR,"Korea, Rep.",3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,21,17,15
KOR,"Korea, Rep.",3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,4.33,4.6,5.55
KOR,"Korea, Rep.",3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,70,50,23
KOR,"Korea, Rep.",3562,"WEF Natural resources pillar, 1-7 (best)",Value,2.34,2.29,2.38
KOR,"Korea, Rep.",3563,"WEF Natural resources pillar, 1-7 (best)",Rank,107,114,102
KOR,"Korea, Rep.",3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,4.85,4.95,4.81
KOR,"Korea, Rep.",3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,12,12,11
KWT,Kuwait,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,3.26,3.33,3.42
KWT,Kuwait,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,103,100,96
KWT,Kuwait,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,5.03,5.1,5.18
KWT,Kuwait,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,54,55,59
KWT,Kuwait,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,3.19,3.38,3.76
KWT,Kuwait,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,141,132,124
KWT,Kuwait,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,3.32,3.27,3.26
KWT,Kuwait,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,77,70,77
KWT,Kuwait,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,1.52,1.56,1.47
KWT,Kuwait,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,137,133,136
KWT,Kuwait,3534,"WEF Business environment, 1-7 (best)",Value,4.69,4.56,4.65
KWT,Kuwait,3535,"WEF Business environment, 1-7 (best)",Rank,46,59,55
KWT,Kuwait,3536,"WEF Safety and security pillar, 1-7 (best)",Value,5.76,,5.8
KWT,Kuwait,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,43,,44
KWT,Kuwait,3538,"WEF Health and hygiene, 1-7 (best)",Value,5.43,5.43,5.63
KWT,Kuwait,3539,"WEF Health and hygiene, 1-7 (best)",Rank,62,66,57
KWT,Kuwait,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.26,4.3,4.28
KWT,Kuwait,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,93,92,91
KWT,Kuwait,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,5.01,5.48,5.54
KWT,Kuwait,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,39,31,39
KWT,Kuwait,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,3.03,3.3,3.42
KWT,Kuwait,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,135,125,127
KWT,Kuwait,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,1.75,1.9,1.88
KWT,Kuwait,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,132,123,129
KWT,Kuwait,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,5.04,5.26,5.6
KWT,Kuwait,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,37,40,50
KWT,Kuwait,3554,"WEF Environmental sustainability, 1-7 (best)",Value,2.95,3.07,4
KWT,Kuwait,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,136,135,104
KWT,Kuwait,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,2.51,2.5,2.61
KWT,Kuwait,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,78,74,77
KWT,Kuwait,3558,"WEF Ground and port infrastructure, 1-7 (best)",Value,3.61,3.46,3.3
KWT,Kuwait,3559,"WEF Ground and port infrastructure, 1-7 (best)",Rank,62,57,71
KWT,Kuwait,3560,"WEF Tourist service infrastructure pillar, 1-7 (best)",Value,3.84,3.84,3.88
KWT,Kuwait,3561,"WEF Tourist service infrastructure pillar, 1-7 (best)",Rank,80,79,79
KWT,Kuwait,3562,"WEF Natural resources pillar, 1-7 (best)",Value,1.87,1.95,1.79
KWT,Kuwait,3563,"WEF Natural resources pillar, 1-7 (best)",Rank,137,131,137
KWT,Kuwait,3564,"WEF Cultural resources and business travel, 1-7 (best)",Value,1.17,1.18,1.15
KWT,Kuwait,3565,"WEF Cultural resources and business travel, 1-7 (best)",Rank,125,125,127
LAO,Lao PDR,3524,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Value,3.33,3.4,3.42
LAO,Lao PDR,3525,"WEF Travel & Tourism Competitiveness Index, 1-7 (best)",Rank,96,94,97
LAO,Lao PDR,3526,"WEF Enabling environment subindex, 1-7 (best)",Value,4.39,4.45,4.45
LAO,Lao PDR,3527,"WEF Enabling environment subindex, 1-7 (best)",Rank,84,89,92
LAO,Lao PDR,3528,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Value,4.07,4.33,4.34
LAO,Lao PDR,3529,"WEF Travel and Tourism policy and enabling conditions subindex, 1-7 (best)",Rank,80,63,83
LAO,Lao PDR,3530,"WEF Infrastructure subindex, 1-7 (best)",Value,2.84,2.66,2.78
LAO,Lao PDR,3531,"WEF Infrastructure subindex, 1-7 (best)",Rank,100,99,95
LAO,Lao PDR,3532,"WEF Natural and cultural resources subindex, 1-7 (best)",Value,2.01,2.16,2.1
LAO,Lao PDR,3533,"WEF Natural and cultural resources subindex, 1-7 (best)",Rank,94,91,88
LAO,Lao PDR,3534,"WEF Business environment, 1-7 (best)",Value,4.58,4.72,4.38
LAO,Lao PDR,3535,"WEF Business environment, 1-7 (best)",Rank,56,47,75
LAO,Lao PDR,3536,"WEF Safety and security pillar, 1-7 (best)",Value,5.51,,5.32
LAO,Lao PDR,3537,"WEF Safety and security pillar, 1-7 (best)",Rank,56,,83
LAO,Lao PDR,3538,"WEF Health and hygiene, 1-7 (best)",Value,4.25,4.34,4.53
LAO,Lao PDR,3539,"WEF Health and hygiene, 1-7 (best)",Rank,108,106,100
LAO,Lao PDR,3540,"WEF Human resources and labour market, 1-7 (best)",Value,4.5,4.63,4.6
LAO,Lao PDR,3541,"WEF Human resources and labour market, 1-7 (best)",Rank,67,65,67
LAO,Lao PDR,3546,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Value,3.09,3.14,3.41
LAO,Lao PDR,3547,"WEF Travel and Tourism ICT readiness, 1-7 (best)",Rank,106,115,112
LAO,Lao PDR,3548,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Value,4.83,4.75,4.31
LAO,Lao PDR,3549,"WEF Government Prioritization of Travel & Tourism, 1-7 (best)",Rank,50,54,100
LAO,Lao PDR,3550,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Value,2.94,3,2.96
LAO,Lao PDR,3551,"WEF International Openness and Travel Facilitation pillar,  1-7 (best)",Rank,76,71,87
LAO,Lao PDR,3552,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Value,4.93,5.72,5.9
LAO,Lao PDR,3553,"WEF Price competitiveness in the Travel and Tourism Industry pillar, 1-7 (best)",Rank,48,14,20
LAO,Lao PDR,3554,"WEF Environmental sustainability, 1-7 (best)",Value,3.55,3.83,3.74
LAO,Lao PDR,3555,"WEF Environmental sustainability, 1-7 (best)",Rank,112,98,122
LAO,Lao PDR,3556,"WEF Air transport infrastructure, 1-7 (best)",Value,2.29,2.13,2.39
LAO,Lao PDR,3557,"WEF Air transport infrastructure, 1-7 (best)",Rank,89,97,90
